race_id,競輪場,レース番号,開始時間,自信度,判定,推奨3車ボックス,推奨選手,購入点数,購入金額
5520260729030005,和歌山競輪,5R,12:37,0.224,見送り,,2-1-5,0,0
4320260730020005,岐阜競輪,5R,12:46,0.4498,購入,"=""5-2-1""",5-2-1,6,600
8520260731010006,佐世保競輪,6R,12:55,0.0955,見送り,,5-4-2,0,0
5520260729030006,和歌山競輪,6R,13:04,0.1835,見送り,,2-1-3,0,0
4320260730020006,岐阜競輪,6R,13:13,0.4176,見送り,,3-5-6,0,0
8520260731010007,佐世保競輪,7R,13:23,0.1809,見送り,,7-3-5,0,0
5520260729030007,和歌山競輪,7R,13:33,0.3112,見送り,,4-2-5,0,0
4320260730020007,岐阜競輪,7R,13:43,0.2022,見送り,,4-2-1,0,0
8520260731010008,佐世保競輪,8R,13:53,0.1491,見送り,,2-3-4,0,0
5520260729030008,和歌山競輪,8R,14:03,0.1642,見送り,,7-5-1,0,0
4320260730020008,岐阜競輪,8R,14:13,0.059,見送り,,5-4-7,0,0
8520260731010009,佐世保競輪,9R,14:23,0.0849,見送り,,5-1-7,0,0
5520260729030009,和歌山競輪,9R,14:33,0.2322,見送り,,1-4-3,0,0
4320260730020009,岐阜競輪,9R,14:43,0.0994,見送り,,4-6-2,0,0
8520260731010010,佐世保競輪,10R,14:53,0.2186,見送り,,5-1-4,0,0
5520260729030010,和歌山競輪,10R,15:03,0.1935,見送り,,1-5-2,0,0
4320260730020010,岐阜競輪,10R,15:13,0.0278,見送り,,4-7-2,0,0
8520260731010011,佐世保競輪,11R,15:25,0.0995,見送り,,4-1-3,0,0
5520260729030011,和歌山競輪,11R,15:36,0.1971,見送り,,3-2-7,0,0
4320260730020011,岐阜競輪,11R,15:43,0.3416,見送り,,1-4-7,0,0
1320260731010001,いわき平競輪,1R,15:50,0.1316,見送り,,7-3-2,0,0
8520260731010012,佐世保競輪,12R,15:57,0.296,見送り,,7-3-4,0,0
2120260730020001,弥彦競輪,1R,16:04,0.2059,見送り,,7-1-5,0,0
1320260731010002,いわき平競輪,2R,16:12,0.1528,見送り,,2-5-7,0,0
5520260729030012,和歌山競輪,12R,16:19,0.2326,見送り,,2-5-4,0,0
2120260730020002,弥彦競輪,2R,16:26,0.1478,見送り,,4-7-6,0,0
1320260731010003,いわき平競輪,3R,16:36,0.271,見送り,,7-3-5,0,0
2120260730020003,弥彦競輪,3R,16:48,0.207,見送り,,7-4-1,0,0
1320260731010004,いわき平競輪,4R,17:00,0.3269,見送り,,1-5-2,0,0
2120260730020004,弥彦競輪,4R,17:12,0.3469,見送り,,4-2-6,0,0
1320260731010005,いわき平競輪,5R,17:24,0.0426,見送り,,3-2-7,0,0
2120260730020005,弥彦競輪,5R,17:36,0.2304,見送り,,2-3-5,0,0
1320260731010006,いわき平競輪,6R,17:48,0.2488,見送り,,7-1-5,0,0
2120260730020006,弥彦競輪,6R,18:00,0.2966,見送り,,1-3-2,0,0
1320260731010007,いわき平競輪,7R,18:12,0.1168,見送り,,1-7-4,0,0
2120260730020007,弥彦競輪,7R,18:24,0.1726,見送り,,2-4-5,0,0
1320260731010008,いわき平競輪,8R,18:36,0.2455,見送り,,7-3-5,0,0
2120260730020008,弥彦競輪,8R,18:48,0.2229,見送り,,4-1-5,0,0
1320260731010009,いわき平競輪,9R,19:00,0.2638,見送り,,3-5-1,0,0
2120260730020009,弥彦競輪,9R,19:12,0.0658,見送り,,7-2-4,0,0
1320260731010010,いわき平競輪,10R,19:25,0.3722,見送り,,4-7-3,0,0
2120260730020010,弥彦競輪,10R,19:38,0.3803,見送り,,5-3-4,0,0
1320260731010011,いわき平競輪,11R,19:51,0.0366,見送り,,2-7-1,0,0
2120260730020011,弥彦競輪,11R,20:04,0.1638,見送り,,7-1-2,0,0
1320260731010012,いわき平競輪,12R,20:17,0.0577,見送り,,5-2-3,0,0
2120260730020012,弥彦競輪,12R,20:30,0.3273,見送り,,5-1-4,0,0
7420260731010001,高知競輪,1R,20:41,0.5413,購入,"=""1-2-3""",1-2-3,6,600
2720260731010001,京王閣競輪,1R,20:49,0.0953,見送り,,1-2-3,0,0
8420260731010001,武雄競輪,1R,20:57,0.6612,購入,"=""1-2-3""",1-2-3,6,600
7420260731010002,高知競輪,2R,21:05,0.5254,購入,"=""1-2-3""",1-2-3,6,600
2720260731010002,京王閣競輪,2R,21:13,0.3594,見送り,,1-2-6,0,0
8420260731010002,武雄競輪,2R,21:21,0.5998,購入,"=""1-2-3""",1-2-3,6,600
7420260731010003,高知競輪,3R,21:29,0.1043,見送り,,1-2-4,0,0
2720260731010003,京王閣競輪,3R,21:37,0.1851,見送り,,2-1-3,0,0
8420260731010003,武雄競輪,3R,21:45,0.1329,見送り,,2-3-1,0,0
7420260731010004,高知競輪,4R,21:53,0.1421,見送り,,2-3-1,0,0
2720260731010004,京王閣競輪,4R,22:01,0.1637,見送り,,1-3-4,0,0
8420260731010004,武雄競輪,4R,22:09,0.1965,見送り,,2-1-4,0,0
7420260731010005,高知競輪,5R,22:18,0.2385,見送り,,1-2-4,0,0
2720260731010005,京王閣競輪,5R,22:27,0.2273,見送り,,1-2-4,0,0
8420260731010005,武雄競輪,5R,22:36,0.0729,見送り,,3-1-2,0,0
7420260731010006,高知競輪,6R,22:45,0.1359,見送り,,1-2-4,0,0
2720260731010006,京王閣競輪,6R,22:54,0.2075,見送り,,1-2-4,0,0
8420260731010006,武雄競輪,6R,23:03,0.2851,見送り,,1-2-3,0,0
7420260731010007,高知競輪,7R,23:12,0.1259,見送り,,2-3-5,0,0
2720260731010007,京王閣競輪,7R,23:21,0.2287,見送り,,1-2-5,0,0
8420260731010007,武雄競輪,7R,23:30,0.4315,購入,"=""1-2-7""",1-2-7,6,600
