競輪場,レース番号,開始時間,開始日目,レース区分,2車単,3連単_1着,1着_補欠,3連単_3着以内,3着以内_補欠,A率,B率,C率,D率,CT値,スコア,選手数,3連単_的中,3連単_配当金(円),人気,A=B-abcd判定,A=B-CD判定,A-BCD-BCD判定,B-ACD-ACD判定,ABCD-ABCD-ABCD判定,ABCボックス判定,ABDボックス判定,C=B-AD判定,C=B-A判定,c=b-a判定
取手競輪,4R,12:13,2日目,Ｓ,"=""2-7""","=""2-7-9""",5,"=""7-2-3""",9,0.53,0.35,0.33,0.16,0.69,58.42,9,"=""7-2-6""",1290,2,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,5R,12:36,2日目,Ｓ,"=""2-1""","=""2-1-9""",3,"=""1-2-4""",9,0.82,0.52,0.45,0.42,0.49,68.71,9,"=""9-3-1""",26780,67,不的中,不的中,不的中,不的中,的中,不的中,不的中,不的中,不的中,不的中
取手競輪,6R,13:00,2日目,Ｓ,"=""1-7""","=""1-7-9""",4,"=""1-7-4""",3,0.9,0.67,0.36,0.28,0.69,78.11,9,"=""1-9-2""",5060,13,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,7R,13:25,2日目,Ｓ,"=""3-7""","=""3-7-1""",9,"=""3-1-4""",7,0.46,0.4,0.38,0.3,0.36,44.21,9,"=""1-9-5""",3830,9,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,8R,13:51,2日目,Ｓ,"=""1-5""","=""1-5-3""",9,"=""5-1-7""",4,0.73,0.65,0.51,0.5,0.32,56.63,9,"=""1-3-7""",11370,22,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,9R,14:18,2日目,Ｓ,"=""2-5""","=""2-5-3""",9,"=""2-5-3""",7,0.87,0.58,0.45,0.4,0.54,71.93,9,"=""2-5-9""",1970,4,不的中,的中,的中,不的中,的中,不的中,的中,不的中,不的中,不的中
取手競輪,10R,14:45,2日目,Ｓ,"=""1-2""","=""1-2-3""",9,"=""1-2-9""",5,0.8,0.61,0.48,0.39,0.51,67.02,9,"=""1-5-7""",510,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,11R,15:12,2日目,Ｓ,"=""9-1""","=""9-1-3""",7,"=""9-1-3""",7,0.72,0.6,0.48,0.32,0.55,62.98,9,"=""1-9-6""",7960,17,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
取手競輪,12R,15:40,2日目,Ｓ,"=""1-2""","=""1-2-5""",3,"=""1-9-7""",4,0.91,0.56,0.31,0.29,0.68,78.89,9,"=""1-9-5""",900,2,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,1R,15:45,2日目,ガ,"=""2-7""","=""2-7-6""",1,"=""2-7-3""",6,0.96,0.74,0.41,0.36,0.63,77.26,7,"=""2-6-7""",1430,6,不的中,不的中,的中,不的中,的中,的中,不的中,不的中,不的中,不的中
広島競輪,1R,15:55,初日,チ,"=""5-3""","=""5-3-1""",2,"=""3-5-6""",4,0.64,0.62,0.52,0.34,0.47,54.14,7,"=""6-1-3""",147490,174,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,2R,16:15,2日目,ガ,"=""5-3""","=""5-3-1""",4,"=""5-3-4""",6,0.97,0.86,0.35,0.33,0.65,78.02,7,"=""5-4-3""",460,2,不的中,不的中,的中,不的中,的中,不的中,的中,不的中,不的中,不的中
広島競輪,2R,16:25,初日,チ,"=""1-7""","=""1-7-4""",2,"=""1-5-4""",2,0.96,0.51,0.32,0.25,0.74,82.69,7,"=""7-1-5""",300,2,的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,3R,16:36,2日目,ガ,"=""5-7""","=""5-7-2""",3,"=""5-7-6""",2,0.97,0.9,0.47,0.37,0.62,76.03,7,"=""5-2-7""",1110,4,不的中,不的中,的中,不的中,的中,的中,不的中,不的中,不的中,不的中
広島競輪,3R,16:47,初日,チ,"=""5-4""","=""5-4-3""",7,"=""5-7-4""",2,0.95,0.59,0.39,0.35,0.64,78.98,7,"=""5-3-1""",260,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,4R,16:59,2日目,Ｓ,"=""1-2""","=""1-2-6""",5,"=""1-9-2""",5,0.75,0.62,0.27,0.25,0.67,69.92,9,"=""1-5-9""",2050,3,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,4R,17:11,初日,チ,"=""5-2""","=""5-2-1""",7,"=""5-2-7""",1,0.96,0.45,0.41,0.29,0.7,81.9,7,"=""5-1-3""",230,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,5R,17:23,2日目,Ｓ,"=""2-5""","=""2-5-7""",3,"=""2-7-1""",5,0.71,0.47,0.34,0.32,0.56,64.38,9,"=""2-7-1""",810690,32,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,5R,17:35,初日,ガ,"=""1-6""","=""1-6-2""",5,"=""1-6-2""",5,0.96,0.84,0.44,0.4,0.58,73.86,6,"=""1-6-2""",420,1,的中,的中,的中,不的中,的中,的中,不的中,不的中,不的中,不的中
西武園競輪,6R,17:47,2日目,Ｓ,"=""2-9""","=""2-9-3""",6,"=""2-5-4""",3,0.61,0.5,0.32,0.29,0.53,58.51,9,"=""3-6-5""",22830,55,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,6R,17:59,初日,ガ,"=""5-7""","=""5-7-3""",1,"=""5-7-3""",1,0.96,0.74,0.5,0.34,0.65,77.31,7,"=""5-7-3""",460,2,的中,的中,的中,不的中,的中,的中,不的中,不的中,不的中,不的中
西武園競輪,7R,18:12,2日目,Ｓ,"=""1-2""","=""1-2-3""",4,"=""1-2-4""",5,0.82,0.68,0.39,0.34,0.59,70.27,9,"=""5-2-1""",5710,21,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,7R,18:25,初日,Ａ,"=""5-3""","=""5-3-1""",4,"=""3-1-7""",4,0.66,0.52,0.45,0.35,0.46,56.36,7,"=""1-2-5""",57930,60,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,8R,18:38,2日目,Ｓ,"=""3-1""","=""3-1-2""",6,"=""3-1-7""",4,0.82,0.61,0.48,0.37,0.56,68.65,9,"=""1-7-5""",1400,2,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,8R,18:51,初日,Ａ,"=""1-5""","=""1-5-7""",4,"=""1-5-3""",4,0.66,0.44,0.31,0.3,0.54,58.58,7,"=""1-5-6""",1150,3,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,9R,19:04,2日目,Ｓ,"=""1-3""","=""1-3-9""",2,"=""1-3-9""",5,0.8,0.51,0.45,0.41,0.49,66.91,9,"=""5-1-7""",18020,58,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,9R,19:17,初日,Ａ,"=""5-1""","=""5-1-2""",4,"=""5-1-2""",4,0.71,0.6,0.35,0.22,0.69,66.98,7,"=""5-1-6""",4530,19,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,10R,19:31,2日目,Ｓ,"=""3-2""","=""3-2-1""",6,"=""3-2-1""",4,0.84,0.57,0.49,0.39,0.54,70.01,9,"=""3-9-1""",5490,22,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,10R,19:45,初日,Ａ,"=""1-5""","=""1-5-2""",4,"=""1-5-3""",7,0.7,0.4,0.35,0.34,0.51,60.22,7,"=""1-5-7""",2230,5,的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,11R,20:00,2日目,Ｓ,"=""9-5""","=""9-5-2""",8,"=""9-5-2""",4,0.77,0.63,0.36,0.27,0.65,70.13,9,"=""5-9-1""",760,2,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
広島競輪,11R,20:15,初日,Ａ,"=""3-7""","=""3-7-4""",2,"=""7-3-1""",4,0.74,0.57,0.38,0.36,0.51,60.84,7,"=""2-5-1""",18400,68,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
西武園競輪,12R,20:30,2日目,Ｓ,"=""5-1""","=""5-1-9""",7,"=""5-1-9""",4,0.85,0.82,0.45,0.25,0.7,74.54,9,"=""2-5-7""",145740,139,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,1R,20:40,初日,チ,"=""1-5""","=""1-5-6""",3,"=""1-2-6""",5,0.65,0.4,0.39,0.26,0.59,59.73,7,"=""3-2-6""",31090,96,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,1R,20:50,初日,ガ,"=""1-2""","=""1-2-3""",4,"=""1-2-3""",4,0.92,0.72,0.68,0.56,0.39,66.55,7,"=""1-2-4""",490,2,的中,的中,的中,不的中,的中,不的中,的中,不的中,不的中,不的中
大垣競輪,2R,21:00,初日,チ,"=""1-4""","=""1-4-2""",3,"=""1-2-4""",3,0.87,0.48,0.44,0.27,0.69,76.37,7,"=""1-2-5""",370,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,2R,21:10,初日,ガ,"=""1-3""","=""1-3-2""",5,"=""1-2-3""",4,0.96,0.57,0.57,0.49,0.49,72.62,7,"=""1-4-5""",3180,12,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,3R,21:20,初日,チ,"=""1-5""","=""1-5-4""",2,"=""1-2-5""",4,0.92,0.52,0.42,0.39,0.57,74.51,7,"=""2-4-6""",35250,54,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,3R,21:30,初日,Ａ,"=""2-1""","=""2-1-5""",7,"=""1-7-2""",5,0.66,0.49,0.34,0.22,0.67,63.01,7,"=""5-2-1""",5700,19,不的中,不的中,不的中,不的中,的中,的中,不的中,不的中,不的中,不的中
大垣競輪,4R,21:40,初日,チ,"=""1-7""","=""1-7-3""",2,"=""1-2-7""",3,0.94,0.81,0.35,0.28,0.7,78.69,7,"=""3-5-1""",130670,94,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,4R,21:50,初日,Ａ,"=""1-2""","=""1-2-3""",4,"=""1-2-7""",6,0.75,0.59,0.34,0.25,0.67,67.71,7,"=""2-3-1""",460,1,不的中,不的中,不的中,的中,的中,的中,不的中,的中,不的中,不的中
大垣競輪,5R,22:00,初日,Ａ,"=""5-1""","=""5-1-4""",2,"=""1-2-5""",6,0.87,0.86,0.44,0.33,0.62,71.0,7,"=""1-2-3""",1610,5,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,5R,22:10,初日,Ａ,"=""2-1""","=""2-1-6""",4,"=""1-2-5""",3,0.66,0.48,0.47,0.34,0.48,56.03,7,"=""2-1-3""",790,2,的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,6R,22:20,初日,Ａ,"=""1-2""","=""1-2-4""",5,"=""1-2-3""",5,0.75,0.68,0.6,0.37,0.51,61.94,7,"=""1-4-6""",7410,18,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,6R,22:30,初日,Ａ,"=""1-2""","=""1-2-3""",4,"=""1-2-3""",7,0.82,0.56,0.42,0.31,0.62,71.19,7,"=""1-4-6""",560,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,7R,22:40,初日,Ａ,"=""1-2""","=""1-2-3""",6,"=""1-7-2""",3,0.67,0.52,0.46,0.26,0.62,60.83,7,"=""1-3-4""",8340,28,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,7R,22:50,初日,Ａ,"=""1-2""","=""1-2-3""",4,"=""1-2-6""",4,0.84,0.48,0.37,0.34,0.59,70.53,7,"=""1-2-5""",2860,12,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,8R,23:00,初日,Ａ,"=""1-2""","=""1-2-4""",5,"=""1-2-5""",7,0.95,0.66,0.29,0.28,0.71,80.42,7,"=""1-2-6""",280,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,8R,23:10,初日,Ａ,"=""1-2""","=""1-2-4""",3,"=""1-2-7""",6,0.94,0.66,0.36,0.27,0.71,79.37,7,"=""1-2-5""",330,1,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
大垣競輪,9R,23:20,初日,Ａ,"=""1-2""","=""1-2-6""",4,"=""1-2-3""",5,0.87,0.68,0.38,0.28,0.68,73.89,7,"=""1-2-3""",1910,3,的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
松山競輪,9R,23:30,初日,Ａ,"=""1-3""","=""1-3-2""",5,"=""1-2-4""",5,0.66,0.42,0.32,0.28,0.57,59.87,7,"=""6-5-1""",14500,50,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中,不的中
