race_id,買い目,odds,p,EV,rank_in_race,settled,sanrentan_result,stake,hit,payout,profit,bankroll_after
1120260409020010,3-6-5,9999.9,0.0031140369459332,30.140058055638264,2,False,,0,False,0,0,99200.0
1120260409020010,3-4-6,3986.2,0.0050132709961383,18.983900844806765,3,False,,0,False,0,0,99200.0
1120260409020011,3-6-5,9999.9,0.0033259840894458,32.2595082960497,1,False,,0,False,0,0,99200.0
1120260409020011,2-3-7,5766.7,0.0042167195633707,23.31655670609004,2,False,,0,False,0,0,99200.0
1120260409020011,2-6-3,5766.7,0.0033432821563974,18.27970521129739,3,False,,0,False,0,0,99200.0
1120260409030001,1-2-4,1259.2,0.0095668435549535,11.0465694043975,1,True,3-1-5,400,False,0,-400,
1120260409030001,6-2-7,4296.1,0.0024534216312247,9.540144669904503,2,True,3-1-5,100,False,0,-100,
1120260409030001,6-7-2,4296.1,0.0024153048372962,9.376391111508449,3,True,3-1-5,100,False,0,-100,
1120260409030002,3-6-4,1818.5,0.0103072368020294,17.743710124490498,1,True,1-7-4,300,False,0,-300,
1120260409030002,3-6-7,1520.3,0.0112803913707902,16.149579001012444,2,True,1-7-4,300,False,0,-300,
1120260409030002,3-6-1,1117.4,0.0138071233305226,14.428079609526016,3,True,1-7-4,300,False,0,-300,
1120260409030003,7-5-6,2122.3,0.0059243640341128,11.5732777895976,1,False,,0,False,0,0,97700.0
1120260409030003,7-6-5,2052.3,0.0060921912859758,11.503004176208284,2,False,,0,False,0,0,97700.0
1120260409030003,2-6-5,1353.3,0.0066490823935297,7.998203203163779,3,False,,0,False,0,0,97700.0
1120260409030004,6-3-5,5984.5,0.0024515736557676,13.671442542941582,1,False,,0,False,0,0,97700.0
1120260409030004,5-6-3,5585.5,0.0026240818175044,13.656808991671342,2,False,,0,False,0,0,97700.0
1120260409030004,5-6-4,5585.5,0.0025293746392318,13.127822047429683,3,False,,0,False,0,0,97700.0
1120260409030005,6-1-5,2050.8,0.0079404436143014,15.2842617642094,1,False,,0,False,0,0,97700.0
1120260409030005,6-7-1,1640.7,0.0068408504021654,10.223783254832885,2,False,,0,False,0,0,97700.0
1120260409030005,6-5-1,1367.2,0.0079370797797382,9.8515754748581,3,False,,0,False,0,0,97700.0
1120260409030006,7-6-2,1669.0,0.0052614342901803,7.781333830310977,1,False,,0,False,0,0,97700.0
1120260409030006,4-3-2,2503.5,0.0028297843499258,6.0843651200393065,2,False,,0,False,0,0,97700.0
1120260409030006,4-7-2,2503.5,0.0025536085779257,5.392959074837021,3,False,,0,False,0,0,97700.0
1120260409030007,1-6-7,1639.0,0.0087068073536457,13.270457252625302,1,False,,0,False,0,0,97700.0
1120260409030007,1-3-2,614.6,0.0123214902880556,6.572787931038988,2,False,,0,False,0,0,97700.0
1120260409030007,6-7-1,2458.5,0.00281913679165,5.930847802271583,3,False,,0,False,0,0,97700.0
1120260409030008,1-3-2,4155.0,0.0030205161429176,11.550244573822772,1,False,,0,False,0,0,97700.0
1120260409030008,7-6-2,831.0,0.0127021416649168,9.555479723545892,2,False,,0,False,0,0,97700.0
1120260409030008,7-6-5,519.3,0.01509405141745,6.838340901081798,3,False,,0,False,0,0,97700.0
1120260409030009,3-4-2,1388.8,0.0053301130975072,6.402461069818133,1,False,,0,False,0,0,97700.0
1120260409030009,5-4-1,1620.3,0.0039263033480464,5.361789314839743,2,False,,0,False,0,0,97700.0
1120260409030009,5-4-2,1944.4,0.0032684888727403,5.355249764156288,3,False,,0,False,0,0,97700.0
1120260409030010,3-5-6,6938.4,0.0043270488066865,29.02279544031376,1,False,,0,False,0,0,97700.0
1120260409030010,3-5-4,6938.4,0.0039549559018345,26.44106602928881,2,False,,0,False,0,0,97700.0
1120260409030010,4-6-5,6938.4,0.0034202602837546,22.73113395280348,3,False,,0,False,0,0,97700.0
1120260409030011,5-6-3,4345.3,0.0024808017174731,9.779827702935949,1,False,,0,False,0,0,97700.0
1120260409030011,5-6-1,3476.2,0.0026165901667257,8.095790737572017,2,False,,0,False,0,0,97700.0
1120260409030011,3-5-1,1241.5,0.0065549544406544,7.137975938072444,3,False,,0,False,0,0,97700.0
1120260507010001,3-6-1,2289.4,0.0095852714275728,20.944520406285392,1,True,7-4-1,400,False,0,-400,
1120260507010001,3-6-4,1572.5,0.0121809213304283,18.154498792098515,2,True,7-4-1,400,False,0,-400,
1120260507010001,5-6-4,4448.0,0.0042928428399895,18.09456495227372,3,True,7-4-1,100,False,0,-100,
1120260507010002,1-6-3,6471.6,0.0023738215848852,14.362423768743673,1,True,2-4-6,100,False,0,-100,
1120260507010002,7-6-3,1594.4,0.0095678672125078,14.255007483622586,2,True,2-4-6,400,False,0,-400,
1120260507010002,1-6-2,4783.4,0.0027354905170771,12.084945339386774,3,True,2-4-6,100,False,0,-100,
1120260507010003,5-6-4,2722.3,0.0072424820540669,18.716208895786465,1,True,5-3-2,300,False,0,-300,
1120260507010003,6-7-1,7220.0,0.0024311209061216,16.552692942198014,2,True,5-3-2,100,False,0,-100,
1120260507010003,5-4-6,2050.1,0.0075077239652028,14.391584901062291,3,True,5-3-2,300,False,0,-300,
1120260507010004,4-3-6,9720.4,0.0075276233841007,72.17151034281288,1,True,2-1-6,300,False,0,-300,
1120260507010004,4-6-3,8029.9,0.0073537911038528,58.050207184827705,2,True,2-1-6,300,False,0,-300,
1120260507010004,4-3-1,6596.0,0.0084353438628091,54.63952811908922,3,True,2-1-6,300,False,0,-300,
1120260507010005,6-5-1,7986.2,0.0056181594169038,43.867744735277576,1,True,4-7-1,200,False,0,-200,
1120260507010005,6-5-7,7213.3,0.0060543182353976,42.67161372739375,2,True,4-7-1,200,False,0,-200,
1120260507010005,6-7-5,6987.9,0.0061801289196785,42.18612287782197,3,True,4-7-1,200,False,0,-200,
1120260507010006,4-6-5,2431.8,0.0092235753111198,21.42989044158114,1,True,3-4-2,400,False,0,-400,
1120260507010006,3-7-6,9093.0,0.0022463261058166,19.425843280190573,2,True,3-4-2,100,False,0,-100,
1120260507010006,4-6-3,1867.3,0.0096434149205897,17.007148681217256,3,True,3-4-2,400,False,0,-400,
1120260507010007,2-6-7,2318.4,0.0047404376516532,9.990230651592872,1,True,2-3-7,200,False,0,-200,
1120260507010007,2-6-1,2365.3,0.0044475161370114,9.51970991887316,2,True,2-3-7,100,False,0,-100,
1120260507010007,7-6-2,1040.7,0.0097207116467656,9.116344610789062,3,True,2-3-7,400,False,0,-400,
1120260507010008,5-6-2,364.7,0.0128353840802744,3.681064574076074,1,True,4-7-5,300,False,0,-300,
1120260507010008,5-6-4,254.8,0.0147601084425088,2.760875631151248,2,True,4-7-5,300,False,0,-300,
1120260507010008,5-6-7,385.0,0.0086340413057404,2.324105902710082,3,True,4-7-5,100,False,0,-100,
1120260507010009,7-4-6,864.2,0.014834802474331,11.82023629831687,1,True,5-1-7,400,False,0,-400,
1120260507010009,4-6-7,3014.1,0.0039236901886382,10.826394597574556,2,True,5-1-7,100,False,0,-100,
1120260507010009,4-6-5,3089.5,0.003638530314691,10.241239407238146,3,True,5-1-7,100,False,0,-100,
1120260507010010,3-6-2,2917.2,0.0046213574834972,12.481424050858031,1,True,2-5-7,100,False,0,-100,
1120260507010010,7-6-2,1628.6,0.0081163027708218,12.218210692560517,2,True,2-5-7,300,False,0,-300,
1120260507010010,3-6-5,2504.4,0.004831344423369,11.099618973885333,3,True,2-5-7,200,False,0,-200,
1120260507010011,3-4-1,1154.6,0.0055428597746963,5.399785895864391,1,True,5-2-1,200,False,0,-200,
1120260507010011,3-4-5,978.8,0.0054649944188603,4.3491365371804935,2,True,5-2-1,200,False,0,-200,
1120260507010011,3-1-4,904.7,0.0053917732077538,3.877937221054915,3,True,5-2-1,100,False,0,-100,
1120260514040001,1-5-2,711.3,0.0111870092405689,6.957319672816661,1,True,1-3-6,400,False,0,-400,
1120260514040001,1-5-7,666.0,0.0102113730910662,5.800774478650138,2,True,1-3-6,300,False,0,-300,
1120260514040001,8-2-4,4884.3,0.0013011300482159,5.3551094945012405,3,True,1-3-6,0,False,0,0,
1120260514040002,1-4-2,1579.9,0.0093764233224728,13.813811207174934,1,True,5-1-3,300,False,0,-300,
1120260514040002,7-4-8,3812.9,0.0033892700599875,11.92294781172654,2,True,5-1-3,100,False,0,-100,
1120260514040002,1-8-2,1282.3,0.0100205498129743,11.849351025177066,3,True,5-1-3,400,False,0,-400,
1120260514040003,6-1-7,6177.8,0.0018302027958997,10.306626832509629,1,True,5-4-3,0,False,0,0,
1120260514040003,3-1-2,1065.7,0.0099826431922367,9.638502849966718,2,True,5-4-3,400,False,0,-400,
1120260514040003,6-7-1,5522.6,0.0019096091969858,9.546007751274118,3,True,5-4-3,0,False,0,0,
1120260514040004,8-3-2,9999.9,0.0015454807370395,14.454652822321954,1,True,9-7-2,0,False,0,0,
1120260514040004,8-4-2,9999.9,0.0015143637735398,14.143486299020893,2,True,9-7-2,0,False,0,0,
1120260514040004,8-2-4,9999.9,0.0014746666142724,13.746518676063136,3,True,9-7-2,0,False,0,0,
1120260514040005,3-9-2,4390.3,0.0042125151679372,17.494205341794974,1,False,,0,False,0,0,88100.0
1120260514040005,3-9-7,3667.2,0.0043978209127217,15.127688851133048,2,False,,0,False,0,0,88100.0
1120260514040005,3-9-1,5937.4,0.0025789659026198,14.312352150215135,3,False,,0,False,0,0,88100.0
1120260514040006,9-8-6,3372.1,0.0046877242158791,14.807474828366182,1,False,,0,False,0,0,88100.0
1120260514040006,9-6-8,2511.1,0.0047696221611964,10.976998208980316,2,False,,0,False,0,0,88100.0
1120260514040006,9-4-8,2622.7,0.0044562077338201,10.687296023490042,3,False,,0,False,0,0,88100.0
1120260514040007,6-7-5,9874.5,0.0010231167976346,9.10276681824338,1,False,,0,False,0,0,88100.0
1120260514040007,8-7-4,7181.4,0.0008961136904563,5.435350856642976,2,False,,0,False,0,0,88100.0
1120260514040007,6-2-4,7899.6,0.0007813390351299,5.172265841912337,3,False,,0,False,0,0,88100.0
1120260514040008,9-8-4,5224.1,0.0021299055738645,10.126839708425988,1,False,,0,False,0,0,88100.0
1120260514040008,3-8-4,4315.5,0.0025164585876161,9.85977703485762,2,False,,0,False,0,0,88100.0
1120260514040008,9-4-8,4135.7,0.0023135333490459,8.568079871649191,3,False,,0,False,0,0,88100.0
1120260514040009,8-9-2,8067.0,0.0013947622395763,10.251546986662326,1,False,,0,False,0,0,88100.0
1120260514040009,6-5-4,8067.0,0.0013503661850914,9.893404015132807,2,False,,0,False,0,0,88100.0
1120260514040009,8-9-4,9999.9,0.0009143051165361,8.142959734850292,3,False,,0,False,0,0,88100.0
1120260514040010,1-5-4,1999.8,0.0045213450839228,8.04178589882891,1,False,,0,False,0,0,88100.0
1120260514040010,1-4-5,1999.8,0.0043339329791262,7.6669991716566255,2,False,,0,False,0,0,88100.0
1120260514040010,1-4-9,2238.6,0.003870028611562,7.663446049842857,3,False,,0,False,0,0,88100.0
1120260514040011,6-5-9,6402.2,0.0020901493606596,12.381554236815417,1,False,,0,False,0,0,88100.0
1120260514040011,6-9-5,5077.6,0.0021530134112159,9.932140896790248,2,False,,0,False,0,0,88100.0
1120260514040011,6-9-2,2831.7,0.0029118677304213,7.245535852234184,3,False,,0,False,0,0,88100.0
1120260514040012,8-4-3,5445.6,0.002902994518062,14.808546947558636,1,False,,0,False,0,0,88100.0
1120260514040012,8-4-2,6921.9,0.0019131819744329,12.242854308827685,2,False,,0,False,0,0,88100.0
1120260514040012,2-4-3,2953.8,0.0040731796884913,11.031358163865685,3,False,,0,False,0,0,88100.0
1120260523020001,2-6-7,3798.7,0.0028198269001952,9.711676445771865,1,True,3-1-5,100,False,0,-100,
1120260523020001,2-7-6,3095.3,0.0029502908280738,8.132035200137059,2,True,3-1-5,100,False,0,-100,
1120260523020001,3-7-4,1370.0,0.0057651943143442,6.89831621065167,3,True,3-1-5,200,False,0,-200,
1120260523020002,3-4-6,2098.3,0.0053944203078396,10.319112131939985,1,True,1-3-4,200,False,0,-200,
1120260523020002,3-6-4,2139.4,0.0051775849510366,10.076925244247798,2,True,1-3-4,200,False,0,-200,
1120260523020002,2-6-4,1788.7,0.005227078879623,8.349675991981755,3,True,1-3-4,200,False,0,-200,
1120260523020003,7-6-4,3618.4,0.0057562618604636,19.82845791590179,1,True,2-7-1,200,False,0,-200,
1120260523020003,2-6-7,1855.6,0.0108906753137623,19.20873711221738,2,True,2-7-1,400,False,0,-400,
1120260523020003,7-6-2,2412.2,0.0070834621589409,16.086727419797334,3,True,2-7-1,200,False,0,-200,
1120260523020004,3-6-2,2777.6,0.007108472398808,18.744492934929305,1,False,,0,False,0,0,86300.0
1120260523020004,3-6-4,2777.6,0.0067890633108178,17.85730225212771,2,False,,0,False,0,0,86300.0
1120260523020004,3-6-1,2132.8,0.008143543008585,16.368548528710143,3,False,,0,False,0,0,86300.0
1120260523020005,2-7-6,2056.7,0.0024397826262617,4.017900927432622,1,False,,0,False,0,0,86300.0
1120260523020005,4-5-7,1371.1,0.0035722068248145,3.897852777503239,2,False,,0,False,0,0,86300.0
1120260523020005,2-6-7,1828.2,0.0023476253564968,3.291928676747518,3,False,,0,False,0,0,86300.0
1120260523020006,6-2-7,4670.0,0.002302238762977,9.751455023102867,1,False,,0,False,0,0,86300.0
1120260523020006,1-6-7,849.1,0.0101894844422402,7.651891239906183,2,False,,0,False,0,0,86300.0
1120260523020006,1-6-2,934.0,0.0084649367434982,6.906250918427364,3,False,,0,False,0,0,86300.0
1120260523020007,4-7-6,534.8,0.0128120640473377,5.851891852516239,1,False,,0,False,0,0,86300.0
1120260523020007,4-6-7,495.2,0.0126506807249521,5.264617094996315,2,False,,0,False,0,0,86300.0
1120260523020007,3-7-6,1485.6,0.0041037289367218,5.096499708393974,3,False,,0,False,0,0,86300.0
1120260523020008,1-6-2,979.3,0.0076371202824515,6.4790318926048025,1,False,,0,False,0,0,86300.0
1120260523020008,7-6-4,1175.2,0.0053883635377617,5.332404829577661,2,False,,0,False,0,0,86300.0
1120260523020008,2-6-5,1958.7,0.0028265747653984,4.536411992985948,3,False,,0,False,0,0,86300.0
1120260523020009,4-5-6,906.6,0.0058503977181752,4.303970571297676,1,False,,0,False,0,0,86300.0
1120260523020009,2-6-4,566.6,0.008703836547854,3.9315937880141263,2,False,,0,False,0,0,86300.0
1120260523020009,6-7-2,2266.5,0.0020859817684013,3.727877678081689,3,False,,0,False,0,0,86300.0
1120260523020010,4-6-3,1655.7,0.007375174716959,11.211076778869064,1,False,,0,False,0,0,86300.0
1120260523020010,4-6-5,1876.5,0.0063179151159186,10.855567715021312,2,False,,0,False,0,0,86300.0
1120260523020010,2-7-6,2814.8,0.0041736163487346,10.747895298418236,3,False,,0,False,0,0,86300.0
1120260523020011,6-7-2,9999.9,0.0021641765413642,20.64154899598842,1,False,,0,False,0,0,86300.0
1120260523020011,6-2-7,8047.1,0.0021106892884408,15.984927773012,2,False,,0,False,0,0,86300.0
1120260523020011,6-5-2,9999.9,0.0015322260701103,14.322107478496278,3,False,,0,False,0,0,86300.0
1120260523020012,3-6-1,3639.1,0.0066901266857294,23.346040022038096,1,False,,0,False,0,0,86300.0
1120260523020012,3-1-6,2079.5,0.0071349106362891,13.83704666816328,2,False,,0,False,0,0,86300.0
1120260523020012,7-6-1,2729.3,0.0050463337822514,12.772958791898796,3,False,,0,False,0,0,86300.0
1120260523030001,6-5-7,7180.2,0.0015736005623762,10.298766757974194,1,True,5-4-2,0,False,0,0,
1120260523030001,6-2-5,9999.9,0.0011057459340268,10.057348765675131,2,True,5-4-2,0,False,0,0,
1120260523030001,5-1-7,571.5,0.018975634866338,9.844575326112183,3,True,5-4-2,400,False,0,-400,
1120260523030002,7-6-2,702.9,0.0096450771729697,5.77952474488044,1,True,2-4-1,200,False,0,-200,
1120260523030002,7-6-4,660.9,0.0100850424442116,5.665204551379454,2,True,2-4-1,200,False,0,-200,
1120260523030002,7-4-6,598.4,0.0107740150313205,5.447170594742199,3,True,2-4-1,200,False,0,-200,
1120260523030003,3-1-5,1218.8,0.0075529915001816,8.20558604042138,1,True,2-7-3,200,False,0,-200,
1120260523030003,3-5-1,1145.3,0.0078089921002651,7.943638652433677,2,True,2-7-3,200,False,0,-200,
1120260523030003,5-1-3,2091.0,0.0037216862290557,6.782045904955674,3,True,2-7-3,100,False,0,-100,
1120260523030004,7-5-1,1077.2,0.0180517642221105,18.445360420057504,1,False,,0,False,0,0,84800.0
1120260523030004,7-5-2,895.7,0.0184954116102589,15.56634017930891,2,False,,0,False,0,0,84800.0
1120260523030004,7-5-4,1058.9,0.0146816974164868,14.546449394317886,3,False,,0,False,0,0,84800.0
1120260523030005,2-6-5,713.1,0.0087528301820734,5.241643202836597,1,False,,0,False,0,0,84800.0
1120260523030005,2-6-4,615.8,0.0081346089902988,4.009292216226047,2,False,,0,False,0,0,84800.0
1120260523030005,5-6-1,483.9,0.0095816285502158,3.636550055449458,3,False,,0,False,0,0,84800.0
1120260523030006,6-4-3,5361.7,0.0013387361573002,6.177901654596715,1,False,,0,False,0,0,84800.0
1120260523030006,6-3-4,3574.5,0.0014078194265668,4.032250540263249,2,False,,0,False,0,0,84800.0
1120260523030006,3-1-2,218.8,0.0178461530394053,2.904738285021887,3,False,,0,False,0,0,84800.0
1120260523030007,1-6-7,446.9,0.0139487394855664,5.2336916760996495,1,False,,0,False,0,0,84800.0
1120260523030007,1-2-6,536.3,0.009219395514337,3.944361814338986,2,False,,0,False,0,0,84800.0
1120260523030007,7-6-4,957.6,0.0046629440837897,3.465235254637101,3,False,,0,False,0,0,84800.0
1120260523030008,6-7-2,9999.9,0.0010574384919153,9.574279175304094,1,False,,0,False,0,0,84800.0
1120260523030008,3-6-4,1480.4,0.0066900492637604,8.903948930071042,2,False,,0,False,0,0,84800.0
1120260523030008,7-6-5,951.6,0.0097539824818405,8.281889729719454,3,False,,0,False,0,0,84800.0
1120260523030009,5-6-3,3207.0,0.00638589960472,19.47958003233721,1,False,,0,False,0,0,84800.0
1120260523030009,5-6-4,2290.7,0.0064438258337606,13.76087183739558,2,False,,0,False,0,0,84800.0
1120260523030009,3-6-2,2672.5,0.0048807396132326,12.043776616364276,3,False,,0,False,0,0,84800.0
1120260523030010,7-6-5,1161.7,0.0076747206538297,7.9157229835540495,1,False,,0,False,0,0,84800.0
1120260523030010,3-4-2,3252.9,0.00226910876364,6.38118389724459,2,False,,0,False,0,0,84800.0
1120260523030010,3-6-4,2710.7,0.0025022066769267,5.782731639145293,3,False,,0,False,0,0,84800.0
1120260523030011,5-4-6,1750.2,0.0038930154839668,5.813555700038699,1,False,,0,False,0,0,84800.0
1120260523030011,5-6-4,1511.5,0.0038212393394824,4.775803261627742,2,False,,0,False,0,0,84800.0
1120260523030011,5-4-7,1072.7,0.0045808452928213,3.913872745609498,3,False,,0,False,0,0,84800.0
1120260523030012,1-6-3,1628.4,0.0080330275377362,12.080982042449774,1,False,,0,False,0,0,84800.0
1120260523030012,1-3-6,1518.4,0.0082246486142653,11.48830645590045,2,False,,0,False,0,0,84800.0
1120260523030012,5-3-6,4161.6,0.0028903578803475,11.028513354854256,3,False,,0,False,0,0,84800.0
1120260530020001,4-2-5,347.4,0.0166448305941682,4.782414148414053,1,True,3-4-5,200,False,0,-200,
1120260530020001,4-2-1,398.2,0.0144094441831268,4.737840673721119,2,True,3-4-5,200,False,0,-200,
1120260530020001,4-5-1,401.3,0.0129426509938861,4.1938858438465205,3,True,3-4-5,200,False,0,-200,
1120260530020002,3-6-5,3129.7,0.0059436249486683,17.601763001847445,1,True,2-3-1,200,False,0,-200,
1120260530020002,3-5-4,2516.0,0.0066568376969696,15.748603645575642,2,True,2-3-1,200,False,0,-200,
1120260530020002,5-6-3,7128.8,0.0020402607908419,13.54461112575431,3,True,2-3-1,0,False,0,0,
1120260530020003,4-6-7,2994.5,0.0076774431798614,21.99010360209505,1,False,,0,False,0,0,83800.0
1120260530020003,7-6-4,5372.5,0.0033384638937142,16.935897268979893,2,False,,0,False,0,0,83800.0
1120260530020003,4-7-6,2007.3,0.0077997340840743,14.6564062269625,3,False,,0,False,0,0,83800.0
1120260530020004,7-5-6,1135.1,0.0091363005975059,9.370614808228977,1,False,,0,False,0,0,83800.0
1120260530020004,7-6-5,1036.4,0.0096970389751366,9.050011193831624,2,False,,0,False,0,0,83800.0
1120260530020004,6-5-4,5959.4,0.0016390184469465,8.767566532733523,3,False,,0,False,0,0,83800.0
1120260530020005,5-2-7,9999.9,0.0047212679685233,46.21220755843687,1,False,,0,False,0,0,83800.0
1120260530020005,2-7-5,6673.1,0.0044481937271918,28.68324156092361,2,False,,0,False,0,0,83800.0
1120260530020005,5-1-7,6673.1,0.0039221475422314,25.17288276406443,3,False,,0,False,0,0,83800.0
1120260530020006,2-6-7,9999.9,0.0072759842906146,71.75911530771761,1,False,,0,False,0,0,83800.0
1120260530020006,2-7-5,9457.5,0.006818178137736,63.48291973763856,2,False,,0,False,0,0,83800.0
1120260530020006,2-7-6,7093.1,0.0072195913118925,50.20928313438501,3,False,,0,False,0,0,83800.0
1120260530020007,6-7-1,9999.9,0.0035566907620318,34.56655195124203,1,False,,0,False,0,0,83800.0
1120260530020007,4-5-2,1946.0,0.0062664055881002,11.194425274443056,2,False,,0,False,0,0,83800.0
1120260530020007,6-7-2,2919.0,0.0034229524557024,8.991598218195493,3,False,,0,False,0,0,83800.0
1120260530020008,6-2-7,4185.7,0.002690032311637,10.259668246819167,1,False,,0,False,0,0,83800.0
1120260530020008,5-2-6,2092.8,0.0052520156699211,9.991418394010932,2,False,,0,False,0,0,83800.0
1120260530020008,2-6-7,1395.2,0.0056164633209673,6.836089625413582,3,False,,0,False,0,0,83800.0
1120260530020009,7-6-2,2668.5,0.0090239529027204,23.08041832090946,1,False,,0,False,0,0,83800.0
1120260530020009,7-6-4,2668.5,0.0070940637247875,17.930509049595667,2,False,,0,False,0,0,83800.0
1120260530020009,6-7-2,5337.0,0.0030901213159383,15.491977463162788,3,False,,0,False,0,0,83800.0
1120260530020010,5-2-6,9999.9,0.0026509989602112,25.50972450221684,1,False,,0,False,0,0,83800.0
1120260530020010,6-2-7,9999.9,0.0019126339221143,18.126147957751748,2,False,,0,False,0,0,83800.0
1120260530020010,7-6-2,1138.3,0.0099561822222034,10.333122223534152,3,False,,0,False,0,0,83800.0
1120260530020011,3-4-6,7165.5,0.0028794608812086,19.63277694430091,1,False,,0,False,0,0,83800.0
1120260530020011,2-6-7,2388.5,0.0060286625311731,13.39946045570715,2,False,,0,False,0,0,83800.0
1120260530020011,4-6-3,1433.1,0.0100176316732055,13.356267950870922,3,False,,0,False,0,0,83800.0
1120260605030001,5-2-4,354.5,0.0331507367189193,10.751936166856895,1,True,3-5-1,200,False,0,-200,
1120260605030001,5-2-1,314.1,0.0372698186063168,10.706450024244116,2,True,3-5-1,200,False,0,-200,
1120260605030001,4-1-2,887.8,0.0114851365024187,9.1965041868474,3,True,3-5-1,200,False,0,-200,
1120260605030002,5-3-2,1212.1,0.0159943126593032,18.38670637434144,1,True,1-5-4,200,False,0,-200,
1120260605030002,3-5-4,1023.6,0.0158185137090277,15.191830632560851,2,True,1-5-4,200,False,0,-200,
1120260605030002,5-3-4,829.9,0.0193127546826967,15.02765511117002,3,True,1-5-4,200,False,0,-200,
1120260605030003,7-6-3,1119.3,0.0060076556459677,5.724368964531716,1,False,,0,False,0,0,82600.0
1120260605030003,7-6-4,1128.7,0.005331496595541,5.0176602073871495,2,False,,0,False,0,0,82600.0
1120260605030003,7-6-2,1070.0,0.0052116798104394,4.576497397170259,3,False,,0,False,0,0,82600.0
1120260605030004,1-5-4,1270.9,0.0046800441077383,4.947868056524624,1,False,,0,False,0,0,82600.0
1120260605030004,1-4-5,1190.4,0.0049314748666191,4.870427681223456,2,False,,0,False,0,0,82600.0
1120260605030004,5-4-2,1146.9,0.0048736163629921,4.589550606715668,3,False,,0,False,0,0,82600.0
1120260605030005,5-6-4,987.2,0.0106937806041329,9.556900212400038,1,False,,0,False,0,0,82600.0
1120260605030005,5-4-6,789.8,0.0099089129484367,6.826059446675332,2,False,,0,False,0,0,82600.0
1120260605030005,5-6-1,493.6,0.0131803081347505,5.5058000953128845,3,False,,0,False,0,0,82600.0
1120260605030006,5-6-1,652.6,0.0189726408687929,11.38154543097425,1,False,,0,False,0,0,82600.0
1120260605030006,3-1-6,932.3,0.0126669081624158,10.809358479820318,2,False,,0,False,0,0,82600.0
1120260605030006,5-6-2,466.1,0.0210985578385452,8.834037808545958,3,False,,0,False,0,0,82600.0
1120260605030007,4-6-5,2145.0,0.0072175198225022,14.481580019267383,1,False,,0,False,0,0,82600.0
1120260605030007,4-6-2,1072.5,0.0068538150162171,6.350716604892911,2,False,,0,False,0,0,82600.0
